state,label,alpha_0,alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,alpha_6,alpha_7,beta_0,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7
neutral,powerByBand,4.540615097314601,21.390966641967395,2.262504267539499,3.651872460980799,8.369619700695594,53.374670899548185,7.603313384228872,9.308865586105698,0.9690471644300316,6.478991670801573,0.8859099285854835,1.8727056983018524,4.371536332353108,24.56878530164117,3.1460599771293,1.5732291706543515,2.579913007003908,20.40738224291478,2.874862162236851,1.5774713803185387,10.880995061856083,53.19036784687735,27.010421404138445,2.584737175043133,0.1692580266530208,2.665686360681756,0.2531232534242043,0.3243899811739177,1.1587000326544163,5.852021644922974,1.2793820315852416,0.2505553010036933,1.4688290837228744,29.868582865712263,2.1604464404177874,1.278900048311992,8.70319632605269,66.23292748870148,14.646090942843266,1.7032607277630882
neutral,powerByBand,2.3465448006515133,24.344363257086204,1.6074802964364217,5.737535537935091,6.437345372184588,89.6941607138714,12.235972152720732,7.047115847614826,1.6972893341410482,4.311225608548331,1.014855633747605,1.6587812108333693,4.382101746857187,20.623876990567855,3.3846182380654324,2.185555411096401,1.1301646419649771,21.40309818843334,2.4617080558425157,2.090583490008885,6.194003724905096,121.25414892567088,26.60511224214456,2.277480076400225,0.2739290194058664,0.922652622215154,0.2371407207679233,0.2866443954394593,1.054064956066879,5.314760594164367,1.000399530906811,0.330853972049191,2.427673975136469,23.77573493837123,2.4189972196313554,1.7433824359790877,5.023587066613322,137.33403477939217,28.22070292147334,1.6567443502257506
neutral,powerByBand,2.8503942823508903,12.544415962045136,2.4996992727467977,5.939719010359977,6.606433736516938,41.34622703841583,5.4353175089711785,1.9089067808836149,1.257827078475017,5.624489420708762,1.0191763980948751,1.918936552192835,3.988732328286144,18.013027269117956,3.8921166851018985,1.190173870186869,3.3538216074702385,29.04604428548335,2.199623898082677,2.335153498675483,8.751543515854948,138.66272500178857,6.53122916677289,2.44648030927175,0.3153184877020727,1.3712544218915703,0.2770045685825867,0.4168179757000553,0.7898166199341399,4.552918445865466,0.946991725415049,0.3710538957611123,2.6288695671136644,41.4656367620492,1.26506830591383,2.2397743939363868,9.527700703977636,158.6718113768997,7.365645584537793,1.5743690437129572
neutral,powerByBand,3.779452533775874,20.453970377042197,1.2547328736941905,3.7296835271522695,5.396430955035856,41.63506133869081,5.981164273999163,3.0360030331073964,1.535965929862231,6.734072622091349,1.1344387577523465,2.274740809409048,7.161791611288127,24.018630072481617,4.207672486507919,1.5690707402612585,2.0788168300520837,24.06092928289214,3.650419557710422,3.525290591986168,2.185133001670637,144.34818183579523,2.43178068943262,2.2186511955490262,0.1915530607538129,1.9929145561624568,0.2690673060178497,0.1992388358399984,0.721841804648964,6.46032032993154,0.9780964483302664,0.1922038975973244,2.551458258592721,30.117882778137545,2.0473363577380037,1.851280411931304,4.57736274849074,193.11078654878747,5.655162545824411,2.340987698120969
neutral,powerByBand,1.9202216133224008,13.385998066754269,1.309514024566665,3.508798806382295,6.2728481011592905,87.83499344606844,5.776927387549962,2.751824090995136,0.9964162423636788,5.979216458890935,1.2047369938158232,1.149919823625872,3.820114530850892,21.14097266926457,3.34818128158844,1.3903548279871651,4.175835314958936,24.00731910821407,1.990455404453114,2.266737054080462,5.376920430369106,214.944829231604,9.557393620913818,2.246815833152502,0.1230822541549143,1.827459919012002,0.2953610870575291,0.1832531000565297,0.8057656175969634,6.301160515007471,0.6412645861372248,0.2088729008815643,2.768589639499967,14.662549039777304,1.2739284612368604,2.8669617621377874,5.0302021858017385,267.37176638828936,10.454511284504676,1.5991351678866643
neutral,powerByBand,1.833338086153056,25.795468737386944,1.1344706966410307,3.7720714397311377,4.032644796985881,19.167693882322627,4.822155360354867,2.03447903265184,1.3272891421622193,3.838633174110997,1.4066773633829788,1.793687367620597,5.21131448347709,15.627692658218889,3.890700236147944,1.3198584688602268,1.0106408224939425,36.67671042607015,0.7202826970650785,1.6521357503096912,7.216325084669293,112.40100825818354,7.279898813621969,2.0315385400619244,0.2098884958418721,0.8790982030545864,0.2206135369361134,0.3321243571367767,0.8481168101427966,4.126962077280452,0.5497223898333777,0.2285437829742613,1.1606531795875052,54.35237069836767,0.5658261428200237,1.8355079130828045,8.300373630377528,104.01267663126596,9.316502119677835,2.306151558906166
neutral,powerByBand,3.66294059257894,18.582968264162385,1.4225389068007424,4.556295521812104,7.681737395704538,80.55488619006529,6.737165369034746,6.017285313744716,1.0034904654444712,3.8435936954465655,0.6874349369964898,1.842541067927983,4.042635175550695,24.976073759262437,2.621081706513874,1.484392477682932,1.5148592881441405,40.16233645087966,0.6848934277072278,1.297568461692564,1.681990235195309,412.4733516883899,24.37834961722975,1.692217776218595,0.1937802155255989,0.7802198809631755,0.143322328044673,0.3846743710079791,0.831694273222141,6.912938042306072,0.7122713536371896,0.1924593244701057,1.391941932041271,25.38263600410845,0.7842155058353788,2.308541706689879,5.319226778677263,401.102745949243,17.420825067968188,2.843335599357424
neutral,powerByBand,2.698989850895209,14.403590572124392,1.1355742381124292,6.853718067209613,5.402480825339055,32.488324600807765,5.48022528721464,3.454528460253893,1.6059600184900762,4.936998388951849,0.725384188506991,1.7724671556073537,4.906443043258635,26.515023796983662,3.586234737271413,1.6009347217830951,2.6305350089668758,44.51174586346082,2.0388118333138627,1.8392344846755704,6.40838515196736,283.3171984306965,9.559717754893033,2.289255562343399,0.1854422242126005,0.6664974675150248,0.260428500177938,0.452764929756461,0.6591082648213175,6.855817467784531,0.7723941421779265,0.2119013408838099,2.041952886874304,45.66756137044014,3.042113082752379,3.189562083691662,8.783270830892501,245.87288152231275,12.288937541243914,3.465309320871758
neutral,powerByBand,1.6488496349123811,18.669997945876663,1.8770757060472008,7.691608120265244,6.206127687211061,82.28818895057725,7.9893748832200515,2.682669193660228,1.2227811872100645,3.2055753885721474,0.8099293613587677,2.5127818718976678,6.182965458381291,22.400332300193277,2.4515956434014456,1.4509768559342742,3.450274339158595,20.24957437990465,1.8387122874265371,1.122740334373332,8.04712058534258,162.88231457003755,27.91154626963386,2.232287042000528,0.19821351029497,1.1713005420628055,0.2306142610664264,0.4318620346098357,0.8038817325497815,5.561804995302524,0.8168797630721653,0.2489691762700547,3.0149535417249997,25.66370527051258,2.7498195498354088,1.6052573255472962,5.89737550288682,212.03506434673767,25.08157101405739,1.7731180815268388
neutral,powerByBand,2.9275884201959124,18.86521858564737,2.660909649581704,5.89167396180666,6.432740294517548,44.83876069501708,8.491331347709853,3.286899752559224,1.176767393806268,5.052487516979289,0.8734492018104253,1.7107348618455558,7.624200616808076,16.818673952584415,2.908992955264531,1.579950637604557,1.352007294571533,38.12356973481673,1.7990698616234155,2.195214051873987,6.628734307486944,147.27218222030433,7.782874047003215,2.059299235367966,0.2554704640205738,1.207435872140044,0.2031901062469319,0.3585904852133483,1.0039308587398712,4.97004835741074,0.8444475214254422,0.256696347529957,2.637013162601584,46.63470823017464,2.091503583352363,3.8191423155589215,7.100548268056592,155.3601866885206,5.767611959200557,2.051486833259238
